sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
SGNex_Hct116_directRNA,FBRSL1:NOC4L,chr12,132560224,+,chr12,132150979,+,409.245,0,2,NA,FALSE,TRUE,afeca8e8-ad29-440f-84ed-b9d100a4b7c9,187,LowConfidence,Yes
SGNex_Hct116_directRNA,C15orf57:CBX3,chr15,40561982,-,chr7,26201745,+,Inf,0,2,NA,FALSE,TRUE,5cbd9aa3-79e2-4cd1-b4d0-155455ba89e0,337,LowConfidence,-
SGNex_Hct116_directRNA,CLNS1A:AQP11,chr11,77619606,-,chr11,77609298,+,10.311,0,1,FALSE,TRUE,TRUE,606c46d3-c07d-4877-9373-aaba98ad7e2e,798,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,HNRNPA2B1:CBX3,chr7,26193251,-,chr7,26209940,+,16.691,0,1,FALSE,TRUE,TRUE,8b6ea90a-0c4e-4473-a4c0-2b75dc958345,903,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PLK3:RPS8,chr1,44803153,+,chr1,44778000,+,25.15,0,1,TRUE,TRUE,TRUE,e8df2b07-0f59-4c3c-a621-e4467c1fc62d,992,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RNPEP:TIMM17A,chr1,201989530,+,chr1,201963616,+,25.908,0,1,FALSE,TRUE,TRUE,22b6a2f5-a7d5-491f-beaf-2bf13856a30c,682,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,NUP50:KIAA0930,chr22,45176080,+,chr22,45203985,-,27.905,0,1,FALSE,TRUE,TRUE,011e653d-6f1c-489a-b2a3-b88030ed45fd,792,PotentialTransSplicing,-
SGNex_Hct116_directRNA,MAGT1:COX7B,chrX,77870808,-,chrX,77902643,+,31.835,0,1,FALSE,TRUE,TRUE,aa710772-0133-4758-af9c-388cf46267f9,401,PotentialTransSplicing,-
SGNex_Hct116_directRNA,POLR1A:IMMT,chr2,86098611,-,chr2,86146197,-,47.571,0,1,TRUE,TRUE,TRUE,8e215c17-121f-4a0a-a8aa-de19b7faf286,137,PotentialTransSplicing,-
SGNex_Hct116_directRNA,SCARB1:UBC,chr12,124863595,-,chr12,124913774,-,50.175,0,1,TRUE,TRUE,TRUE,2475ff4b-9354-4172-953b-ace60173e74b,253,PotentialTransSplicing,-
SGNex_Hct116_directRNA,SUMO1:NOP58,chr2,202238440,-,chr2,202297379,+,58.936,0,1,FALSE,TRUE,TRUE,301d9141-aeb2-4a31-aa31-cfbbcf4efe6d,1805,PotentialTransSplicing,-
SGNex_Hct116_directRNA,B3GALNT2:TBCE,chr1,235504141,-,chr1,235441814,+,62.316,0,1,TRUE,TRUE,TRUE,289b081e-33a2-4fc7-94c0-7c1b29de3c84,295,PotentialTransSplicing,-
SGNex_Hct116_directRNA,UHRF1BP1:SNRPC,chr6,34836348,+,chr6,34767908,+,68.439,0,1,TRUE,TRUE,TRUE,3ed42344-6bee-4ce9-b994-a3a0e7b9ad96,1130,PotentialTransSplicing,-
SGNex_Hct116_directRNA,DHX30:SMARCC1,chr3,47805420,+,chr3,47736126,-,69.291,0,1,FALSE,TRUE,TRUE,55c89257-7a18-413e-b190-eb1c5b840b4a,146,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,GOLM1:NAA35,chr9,86079192,-,chr9,86003585,+,75.613,0,1,TRUE,TRUE,TRUE,fb0b1bf2-989b-4b44-a889-326674738fc4,262,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,IFNGR2:IFNAR1,chr21,33421685,+,chr21,33345246,+,76.436,0,1,TRUE,TRUE,TRUE,30056b48-170a-43eb-bc93-c600b378462c,495,PotentialTransSplicing,-
SGNex_Hct116_directRNA,BRI3BP:UBC,chr12,124994003,+,chr12,124913774,-,80.226,0,1,TRUE,TRUE,TRUE,4c1cdb87-0e34-4abc-b573-c2ebf54aaef3,352,PotentialTransSplicing,-
SGNex_Hct116_directRNA,LSR:FXYD5,chr19,35250659,+,chr19,35169566,+,81.091,0,1,TRUE,TRUE,TRUE,1930ec87-0d5a-47ec-b0ce-a07422035c71,457,PotentialTransSplicing,-
SGNex_Hct116_directRNA,BNIP3L:PPP2R2A,chr8,26383230,+,chr8,26293666,+,89.562,0,1,TRUE,TRUE,TRUE,5e17ff07-2345-4223-950b-4f35964af5d1,175,PotentialTransSplicing,-
SGNex_Hct116_directRNA,TLK2:EFCAB3,chr17,62481206,+,chr17,62373814,+,107.389,0,1,FALSE,TRUE,TRUE,7ec51fb1-ec39-4444-a421-09bdb550a76a,629,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ADARB1:FAM207A,chr21,45074793,+,chr21,44960100,+,114.689,0,1,FALSE,TRUE,TRUE,b7d28d82-8011-4f83-b948-ef8ac84dbd46,241,PotentialTransSplicing,-
SGNex_Hct116_directRNA,FAM208B:GDI2,chr10,5685175,+,chr10,5800705,-,115.532,0,1,FALSE,TRUE,TRUE,7bffb512-f298-42d0-b5ec-1ea44d18fbf3,294,PotentialTransSplicing,-
SGNex_Hct116_directRNA,CUL1:EZH2,chr7,148698278,+,chr7,148847305,-,149.03,0,1,FALSE,TRUE,TRUE,9dbaa3e2-a81b-416e-a256-4bbd37676304,126,PotentialTransSplicing,-
SGNex_Hct116_directRNA,GTF2E2:PPP2CB,chr8,30614608,-,chr8,30799755,-,185.142,0,1,TRUE,TRUE,TRUE,4eb83f5b-620c-4f3e-816f-5c3a65890e11,582,PotentialTransSplicing,-
SGNex_Hct116_directRNA,NOP56:SNRPB,chr20,2652931,+,chr20,2462761,-,190.167,0,1,FALSE,TRUE,TRUE,7251041a-7d05-480b-a694-4f84e5a3fc04,108,PotentialTransSplicing,-
SGNex_Hct116_directRNA,LARP4B:WDR37,chr10,884447,-,chr10,1084403,+,199.964,0,1,TRUE,TRUE,TRUE,5b8df0d1-af8f-40d6-9586-ad1cfa7ec63a,496,PotentialTransSplicing,-
SGNex_Hct116_directRNA,SEPSECS:ZCCHC4,chr4,25144774,-,chr4,25361859,+,217.083,0,1,TRUE,TRUE,TRUE,e45fc5a3-e1fb-468b-a6c3-d87b79357ccb,1111,PotentialTransSplicing,-
SGNex_Hct116_directRNA,TBCD:FOXK2,chr17,82781721,+,chr17,82563354,+,218.365,0,1,FALSE,TRUE,TRUE,876a2385-de19-4994-9d6c-cbeeef19b10a,826,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,CMC4:CLIC2,chrX,155070694,-,chrX,155299145,-,228.447,0,1,FALSE,TRUE,TRUE,f7719a67-4b7f-4a73-bebd-90f85baaac55,527,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PDGFA:DNAAF5,chr7,518939,-,chr7,770471,+,251.53,0,1,FALSE,TRUE,TRUE,30f34b60-dfab-4d97-a71e-cc0c8dfa9589,267,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PICALM:C11orf73,chr11,86068651,-,chr11,86337379,+,268.728,0,1,TRUE,TRUE,TRUE,0cee786a-9e2a-41a4-99cc-12324647b057,407,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RP11-680G10.1:GSE1,chr16,85357643,+,chr16,85633914,+,276.274,0,1,FALSE,TRUE,FALSE,615f4218-aeff-4358-999b-420b7902d1b9,513,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RP11-16B13.1:RTN1,chr14,60030296,-,chr14,59746481,-,283.817,0,1,FALSE,TRUE,FALSE,96f07195-2ddd-4c07-86ee-5ab4b28ee703,148,PotentialTransSplicing,-
SGNex_Hct116_directRNA,HMGA2:LLPH,chr12,65838569,+,chr12,66124018,-,285.451,0,1,FALSE,TRUE,TRUE,95393afa-f338-4e5e-941f-8ae43bf0764e,348,PotentialTransSplicing,-
SGNex_Hct116_directRNA,KDM1A:HNRNPR,chr1,23019947,+,chr1,23323732,-,303.785,0,1,TRUE,TRUE,TRUE,5a438bd5-c700-4b57-92db-0c2020a01e5b,461,PotentialTransSplicing,-
SGNex_Hct116_directRNA,FAM58A:ARHGAP4,chrX,153596004,-,chrX,153913879,-,317.87,0,1,FALSE,TRUE,TRUE,4b57e21c-7c88-434e-a9b0-cae2b0e7b423,598,PotentialTransSplicing,-
SGNex_Hct116_directRNA,BUB3:RP11-282I1.1,chr10,123162828,+,chr10,123488923,+,326.101,0,1,FALSE,TRUE,FALSE,8cc4cf8a-0628-4dc1-bca5-db7f3276e6d9,1024,PotentialTransSplicing,-
SGNex_Hct116_directRNA,OTUD4:SMAD1,chr4,145174661,-,chr4,145514438,+,339.774,0,1,TRUE,TRUE,TRUE,0be58f3f-f861-4bd9-99ac-7891f9697d7e,791,PotentialTransSplicing,-
SGNex_Hct116_directRNA,SRPRB:RYK,chr3,133807823,+,chr3,134159373,-,351.552,0,1,TRUE,TRUE,TRUE,7bde4447-e853-4dd5-9162-b45b36e3c4ee,345,PotentialTransSplicing,-
SGNex_Hct116_directRNA,GTF3C5:REXO4,chr9,133031164,+,chr9,133412921,-,381.757,0,1,FALSE,TRUE,TRUE,362146f4-d6fb-41b9-83a8-aca612e253f1,448,PotentialTransSplicing,-
SGNex_Hct116_directRNA,TMEM9B:IPO7,chr11,8956190,-,chr11,9423006,+,466.818,0,1,TRUE,TRUE,TRUE,8ce042d9-36fc-466a-9a1c-54321c742daf,393,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RP11-120D5.1:MID1,chrX,11055936,-,chrX,10567603,-,488.34,0,1,FALSE,TRUE,FALSE,d0b1ba31-d845-4fff-a74a-474593281e32,460,PotentialTransSplicing,-
SGNex_Hct116_directRNA,CSNK1G2:DAZAP1,chr19,1941418,+,chr19,1417500,+,523.91,0,1,FALSE,TRUE,TRUE,9d6c805f-0840-43ff-a772-df0226b101aa,204,PotentialTransSplicing,-
SGNex_Hct116_directRNA,DEPTOR:MRPL13,chr8,119873968,+,chr8,120425366,-,551.406,0,1,TRUE,TRUE,TRUE,6b37bf82-4da8-4231-b5c4-912ac1d975be,133,PotentialTransSplicing,-
SGNex_Hct116_directRNA,IPPK:SPTLC1,chr9,92634386,-,chr9,92080963,-,553.433,0,1,FALSE,TRUE,FALSE,6b8da8db-4eb5-44a3-85bc-c352e7c622be,1171,PotentialTransSplicing,-
SGNex_Hct116_directRNA,MAP3K2:SAP130,chr2,127387452,-,chr2,127955344,-,567.885,0,1,FALSE,TRUE,TRUE,0a0f7f09-0bc1-42af-a1ce-e0977609baee,503,PotentialTransSplicing,-
SGNex_Hct116_directRNA,REPS1:HEBP2,chr6,138987530,-,chr6,138405145,+,582.389,0,1,TRUE,TRUE,TRUE,db9a52a6-1d10-4150-93a9-7e0c502d6f27,197,PotentialTransSplicing,-
SGNex_Hct116_directRNA,FBXL4:USP45,chr6,98926477,-,chr6,99510230,-,583.748,0,1,FALSE,TRUE,TRUE,8dcb9329-ead1-43b3-9093-14271b250fa0,894,PotentialTransSplicing,-
SGNex_Hct116_directRNA,MPRIP:UBB,chr17,17042971,+,chr17,16381902,+,661.058,0,1,TRUE,TRUE,TRUE,4d10b7e0-d0c0-40c1-a863-99507c4ec933,153,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PCBD2:CTD-2410N18.5,chr5,134910466,+,chr5,134174022,-,736.44,0,1,TRUE,TRUE,TRUE,b0572ff2-b11c-4ade-9917-d6f4bd999bef,214,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ZCCHC4:DHX15,chr4,25315400,+,chr4,24556410,-,758.992,0,1,TRUE,TRUE,TRUE,7f28e527-7669-475e-b0c3-4304ae1b8769,160,PotentialTransSplicing,-
SGNex_Hct116_directRNA,SLC11A2:RACGAP1,chr12,51008476,-,chr12,49992655,-,1015.824,0,1,FALSE,TRUE,FALSE,783ec5fa-6f04-429c-a33b-05dd72cc80cc,281,PotentialTransSplicing,-
SGNex_Hct116_directRNA,DTD1:DSTN,chr20,18628233,+,chr20,17600738,+,1027.493,0,1,TRUE,TRUE,TRUE,96df8f4e-6265-47b8-8321-7137964db90b,455,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,EIF5:HSP90AA1,chr14,103339803,+,chr14,102082444,-,1257.353,0,1,TRUE,TRUE,TRUE,32d4e6c8-339a-4128-8664-f4b099cfbcab,1437,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RAPGEF6:CTD-2410N18.5,chr5,131634962,-,chr5,134174022,-,2539.057,0,1,TRUE,TRUE,TRUE,a7d6068f-0fb6-47b6-bb48-dacd106073ae,241,PotentialTransSplicing,-
SGNex_Hct116_directRNA,UBE2D3:PPA2,chr4,102826485,-,chr4,105453642,-,2627.151,0,1,TRUE,TRUE,TRUE,3f799415-72cb-461f-901c-3b8711c2c150,273,PotentialTransSplicing,-
SGNex_Hct116_directRNA,BAZ2A:PRR13,chr12,56630125,-,chr12,53442695,+,3187.432,0,1,FALSE,TRUE,TRUE,96cda72d-aba8-4719-ad52-372a30f02764,187,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PEPD:URI1,chr19,33462995,-,chr19,29985223,+,3477.777,0,1,FALSE,TRUE,TRUE,2ea97aed-a42f-4d78-a5d0-4d414e2d4778,659,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,ZNF277:PNPLA8,chr7,112330216,+,chr7,108479379,-,3850.838,0,1,TRUE,TRUE,TRUE,a8421ff7-af62-495a-890f-eaf56bfd846c,789,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PPP3CA:PPA2,chr4,101346739,-,chr4,105399164,-,4052.422,0,1,TRUE,TRUE,TRUE,3c86c24d-4a76-40ab-9909-66b679a4fc68,755,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ANKRD28:VGLL4,chr3,15859377,-,chr3,11602022,-,4257.356,0,1,FALSE,TRUE,FALSE,10620611-ad78-4995-84dc-d4bcb2bf3e4a,339,PotentialTransSplicing,-
SGNex_Hct116_directRNA,KLHL8:SEC31A,chr4,87220418,-,chr4,82829058,-,4391.363,0,1,FALSE,TRUE,FALSE,ee20bf7e-ac01-4ec9-af45-e7d3d45f8737,152,PotentialTransSplicing,-
SGNex_Hct116_directRNA,C8orf58:PCM1,chr8,22602080,+,chr8,17956604,+,4645.473,0,1,FALSE,TRUE,TRUE,14cf7aef-f079-4364-ba03-31bec85eeecb,472,PotentialTransSplicing,-
SGNex_Hct116_directRNA,GPD2:ARL5A,chr2,156557582,+,chr2,151815199,-,4742.381,0,1,TRUE,TRUE,TRUE,7f05e383-55e9-4fc9-91dd-4e57c1306e79,484,PotentialTransSplicing,-
SGNex_Hct116_directRNA,EHD1:CCND1,chr11,64874421,-,chr11,69647994,+,4773.57,0,1,TRUE,TRUE,TRUE,4651ab4f-cce7-4dc4-b070-2b0bac3a2431,630,PotentialTransSplicing,-
SGNex_Hct116_directRNA,HADH:UBE2D3,chr4,107990064,+,chr4,102809855,-,5180.207,0,1,TRUE,TRUE,TRUE,44c5e902-6a84-4d0b-97e0-274a2de56d0a,182,PotentialTransSplicing,-
SGNex_Hct116_directRNA,MYO1C:RP11-542C16.2,chr17,1479431,-,chr17,7316327,-,5836.895,0,1,FALSE,TRUE,TRUE,bb451154-a895-4e25-b888-4177055f9d0a,735,PotentialTransSplicing,-
SGNex_Hct116_directRNA,CFD:TRIP10,chr19,861005,+,chr19,6746452,+,5885.451,0,1,TRUE,TRUE,FALSE,e020f9b3-85af-4f5d-b33b-3080f4a64aaf,291,PotentialTransSplicing,-
SGNex_Hct116_directRNA,GCSH:ZNRF1,chr16,81084463,-,chr16,75104784,+,5979.681,0,1,TRUE,TRUE,TRUE,ae6aac5a-bf0f-46f9-b6f8-ddc79588b7ca,531,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RASAL2:METTL13,chr1,178094694,+,chr1,171792017,+,6302.674,0,1,TRUE,TRUE,TRUE,cef648aa-f29d-4238-b877-415974ff858d,283,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PARD3:ABI1,chr10,34696318,-,chr10,26823305,-,7873.019,0,1,TRUE,TRUE,FALSE,74f415b7-ff35-4794-92f9-8e8a4f9e7cca,499,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RERE:SZRD1,chr1,8422727,-,chr1,16393228,+,7970.5,0,1,FALSE,TRUE,TRUE,6fd87c63-7d76-40ff-b80e-0e2c3822cf3e,324,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PTPN1:GNAS,chr20,50510590,+,chr20,58895612,+,8385.026,0,1,FALSE,TRUE,FALSE,9c8ba858-deb7-40e0-8d34-b5ec4320de37,153,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ZNF107:EIF4H,chr7,64666285,+,chr7,74187611,+,9521.329,0,1,FALSE,TRUE,FALSE,8db72bf0-f92a-483e-9e65-fc21b49beb9d,160,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ATG4B:PTMA,chr2,241668685,+,chr2,231711348,+,9957.333,0,1,TRUE,TRUE,TRUE,64942c67-8da4-42c7-b334-842a1128a1ad,696,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ASAP1:MRPL13,chr8,130358017,-,chr8,120396125,-,9961.893,0,1,FALSE,TRUE,FALSE,d46f54ed-bbcd-43b0-8f8a-4c05cbcbc82e,107,PotentialTransSplicing,Yes
SGNex_Hct116_directRNA,GLYR1:NOMO1,chr16,4845074,-,chr16,14880015,+,10034.944,0,1,FALSE,TRUE,TRUE,fcd1b04b-cffb-49ed-98ce-df67ba390ccf,992,PotentialTransSplicing,-
SGNex_Hct116_directRNA,CLPB:CPSF7,chr11,72308527,-,chr11,61415784,-,10892.746,0,1,FALSE,TRUE,FALSE,58dafe36-6112-4e42-9147-c1d9ff996073,640,PotentialTransSplicing,-
SGNex_Hct116_directRNA,GNL3:THOC7,chr3,52691071,+,chr3,63839773,-,11148.701,0,1,TRUE,TRUE,TRUE,a6a67a4b-684c-4e68-9c0a-3c13519f1af6,806,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PNPLA4:PDHA1,chrX,7921713,-,chrX,19349312,+,11427.602,0,1,TRUE,TRUE,TRUE,211ba2b3-5c33-447c-913e-0474de57c2e8,495,PotentialTransSplicing,-
SGNex_Hct116_directRNA,CUL4B:RAP2C,chrX,120530102,-,chrX,132205587,-,11675.482,0,1,FALSE,TRUE,TRUE,835dbc7d-2e47-4492-b3b0-ad7cc6ceb029,2796,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RP11-512M8.5:ATP2A2,chr12,122249871,-,chr12,110326390,+,11923.48,0,1,TRUE,TRUE,TRUE,c2abace8-1724-4d5b-aec2-058e0da6c2ac,781,PotentialTransSplicing,-
SGNex_Hct116_directRNA,EML2:RPS5,chr19,45629951,-,chr19,58394497,+,12764.543,0,1,TRUE,TRUE,TRUE,8d04edf2-f6ca-4d23-9f67-270ca82d35dd,579,PotentialTransSplicing,-
SGNex_Hct116_directRNA,SS18:PTPN2,chr18,26052624,-,chr18,12836891,-,13215.734,0,1,TRUE,TRUE,FALSE,51091bce-1611-4e82-848f-9470a067987c,661,PotentialTransSplicing,-
SGNex_Hct116_directRNA,MVB12A:MAP2K2,chr19,17422458,+,chr19,4090708,-,13331.749,0,1,FALSE,TRUE,TRUE,119c111d-81f0-4534-8072-5c9f8f7c5136,399,PotentialTransSplicing,-
SGNex_Hct116_directRNA,USP25:BACH1,chr21,15833548,+,chr21,29321221,+,13487.675,0,1,FALSE,TRUE,FALSE,4e9e9b92-d4e4-4241-89e7-7b5c54d64ac5,1931,PotentialTransSplicing,-
SGNex_Hct116_directRNA,EIF3E:TMEM67,chr8,108234998,-,chr8,93772589,+,14462.409,0,1,TRUE,TRUE,TRUE,776a7cc8-3008-40db-862e-679e844a5258,479,PotentialTransSplicing,-
SGNex_Hct116_directRNA,AGBL3:ZNF467,chr7,134989310,+,chr7,149764678,-,14775.372,0,1,TRUE,TRUE,TRUE,23aebd8a-5034-4b67-96c7-8dfb86942272,248,PotentialTransSplicing,-
SGNex_Hct116_directRNA,BIRC6:MSH6,chr2,32433804,+,chr2,47803420,+,15369.618,0,1,TRUE,TRUE,FALSE,3501bfcc-0f21-41ff-9b6f-ecd655322803,2073,PotentialTransSplicing,-
SGNex_Hct116_directRNA,YARS:RCC2,chr1,32817188,-,chr1,17429199,-,15387.99,0,1,TRUE,TRUE,FALSE,d922d51c-5aed-4381-acb2-fac9a775a2a1,199,PotentialTransSplicing,-
SGNex_Hct116_directRNA,KIAA1211:UGDH,chr4,56179430,+,chr4,39514184,-,16665.243,0,1,FALSE,TRUE,TRUE,225ae019-3c22-4cec-a314-662d37b72c68,374,PotentialTransSplicing,-
SGNex_Hct116_directRNA,STK10:FAM114A2,chr5,172187887,-,chr5,154002969,-,18184.927,0,1,TRUE,TRUE,FALSE,63506595-c1f1-44b0-b023-4eb26adbb42b,301,PotentialTransSplicing,-
SGNex_Hct116_directRNA,LARP4:RAP1B,chr12,50401028,+,chr12,68648699,+,18247.675,0,1,TRUE,TRUE,FALSE,329ebef5-c0e4-4b47-8dd2-f6c0c25b4e51,116,PotentialTransSplicing,-
SGNex_Hct116_directRNA,GABPB1:THAP10,chr15,50354985,-,chr15,70882908,-,20527.915,0,1,FALSE,TRUE,TRUE,959ade01-fe7f-4842-8966-51a7cc45a71e,187,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ANO5:HSD17B12,chr11,22193532,+,chr11,43750911,+,21557.382,0,1,TRUE,TRUE,FALSE,ffca15d2-17bd-4a9b-9e23-471bcb654d37,367,PotentialTransSplicing,-
SGNex_Hct116_directRNA,RCOR3:C1orf27,chr1,211274262,+,chr1,186406083,+,24868.176,0,1,FALSE,TRUE,TRUE,40b5466c-6fb7-4255-83a0-9daaea4519f8,283,PotentialTransSplicing,-
SGNex_Hct116_directRNA,GTF3C5:RAD23B,chr9,133031164,+,chr9,107300141,+,25731.02,0,1,TRUE,TRUE,TRUE,00d889ca-778f-40d6-a722-fd1cb7c08292,153,PotentialTransSplicing,-
SGNex_Hct116_directRNA,CCNE1:RPS5,chr19,29822603,+,chr19,58394497,+,28571.897,0,1,TRUE,TRUE,FALSE,37b4e4ad-1577-4d23-8cf8-5e7cc0abfcf9,1065,PotentialTransSplicing,-
SGNex_Hct116_directRNA,TAF1D:EEF1G,chr11,93739237,-,chr11,62560193,-,31179.047,0,1,FALSE,TRUE,FALSE,09de9474-7b8f-4939-b34e-33d161d7d33a,265,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ATP6V1B1-AS1:SRSF7,chr2,70947534,-,chr2,38746747,-,32200.789,0,1,FALSE,TRUE,FALSE,a1067084-e663-4818-bf39-5092f98e0725,502,PotentialTransSplicing,-
SGNex_Hct116_directRNA,PTPN18:SNRNP200,chr2,130356200,+,chr2,96291900,-,34064.295,0,1,TRUE,TRUE,TRUE,d2005e3d-cb8d-40df-a6a7-b2520bdf4c1f,111,PotentialTransSplicing,-
SGNex_Hct116_directRNA,IBTK:ZUFSP,chr6,82247562,-,chr6,116660846,-,34413.282,0,1,FALSE,TRUE,TRUE,24b4ab64-07b4-4b6c-af2f-4c6e40fcaf86,170,PotentialTransSplicing,-
SGNex_Hct116_directRNA,CA13:TAF2,chr8,85268627,+,chr8,119797846,-,34529.222,0,1,TRUE,TRUE,TRUE,8e501363-43e6-4cef-8524-7a04ac36f553,932,PotentialTransSplicing,-
SGNex_Hct116_directRNA,NDUFV3:U2AF1,chr21,42897047,+,chr21,6487412,-,36409.634,0,1,TRUE,TRUE,TRUE,2bb56268-0795-4066-9729-e812e80b4c6b,165,PotentialTransSplicing,-
SGNex_Hct116_directRNA,ZMIZ2:RAC1,chr7,44756539,+,chr7,6400126,+,38356.411,0,1,TRUE,TRUE,TRUE,a92e1c88-0bbf-46a9-8eb0-4eca0a40ba8f,353,PotentialTransSplicing,-
SGNex_Hct116_directRNA,LLGL2:MYO19,chr17,75543501,+,chr17,36504020,-,39039.478,0,1,TRUE,TRUE,TRUE,8f8993e3-40c6-45b0-af2c-db82212aad27,177,PotentialTransSplicing,-
SGNex_Hct116_directRNA,TUBB:COX7A2,chr6,30720563,+,chr6,75241265,-,44520.704,0,1,TRUE,TRUE,TRUE,5e1f0dcb-996a-45b2-9ad6-9e7f1de47e16,189,PotentialTransSplicing,-
SGNex_Hct116_directRNA,EIF2B3:RPL5,chr1,44926628,-,chr1,92841766,+,47915.134,0,1,TRUE,TRUE,TRUE,c141db5f-86f5-433b-8cc7-4b06564d23bd,648,PotentialTransSplicing,-
SGNex_Hct116_directRNA,KCMF1:R3HDM1,chr2,84971467,+,chr2,135721924,+,50750.462,0,1,TRUE,TRUE,FALSE,856c42ff-eaae-41f4-9945-181e87cdfd62,184,PotentialTransSplicing,-
SGNex_Hct116_directRNA,TNNT1:EEF2,chr19,55141857,-,chr19,3982424,-,51159.448,0,1,TRUE,TRUE,FALSE,d61ac23b-9dd1-4f48-9cec-a1eb57554c42,323,PotentialTransSplicing,-
