sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
SGNex_MCF7_dRNA,GBF1:MACROD2,chr10,102260116,+,chr20,14684843,+,Inf,0,2,TRUE,TRUE,TRUE,963b53fd-edd1-49fa-9326-5cdbf2ad4d5c,627,HighConfidence,-
SGNex_MCF7_dRNA,TBL1XR1:RGS17,chr3,177197121,-,chr6,153044043,-,Inf,0,2,FALSE,TRUE,TRUE,8b2b8251-1f11-473f-93f7-ec237359e7b0,333,HighConfidence,Yes
SGNex_MCF7_dRNA,AC099850.1:VMP1,chr17,59107503,+,chr17,59838295,+,730.792,0,60,NA,FALSE,FALSE,19dc2270-998a-4be5-a5a0-78352a2a5459,344,LowConfidence,-
SGNex_MCF7_dRNA,TTC6:RP11-356O9.1,chr14,37596005,+,chr14,37564219,+,31.786,0,11,NA,FALSE,TRUE,1de300e0-b2f7-4355-8e8e-8a98c810d143,363,LowConfidence,-
SGNex_MCF7_dRNA,AC099850.1:VMP1,chr17,59118049,+,chr17,59838295,+,720.246,0,6,NA,FALSE,FALSE,0b131a9e-4e91-4012-bbd5-de460f8d2639,501,LowConfidence,-
SGNex_MCF7_dRNA,BCAS4:BCAS3,chr20,50795171,+,chr17,61353591,+,Inf,0,5,NA,FALSE,TRUE,1c8ef673-9109-40e8-8275-f8f5ee9b87c1,135,LowConfidence,Yes
SGNex_MCF7_dRNA,TANC2:TLK2,chr17,63074003,+,chr17,62615146,+,458.857,0,4,NA,FALSE,TRUE,ea7d007d-eec0-419f-be2c-a10c3e11fc7e,626,LowConfidence,-
SGNex_MCF7_dRNA,BCAS4:ZMYND8,chr20,50795166,+,chr20,47221473,-,3573.693,0,4,NA,FALSE,TRUE,0cde7fd3-189d-415a-ac88-287172d949b4,115,LowConfidence,Yes
SGNex_MCF7_dRNA,PLCG1:TOP1,chr20,41137849,+,chr20,41101245,+,36.604,0,3,NA,FALSE,TRUE,0092d974-10f2-42d9-9505-39f7ab2f3e82,153,LowConfidence,-
SGNex_MCF7_dRNA,RPS6KB1:VMP1,chr17,59893323,+,chr17,59808797,+,84.526,0,3,NA,FALSE,TRUE,cec2ecec-ddfe-411d-ae67-d02142c1c1c7,205,LowConfidence,Yes
SGNex_MCF7_dRNA,AC099850.1:VMP1,chr17,59107328,+,chr17,59838295,+,730.967,0,3,NA,FALSE,FALSE,65ffb8ac-e35f-4836-b2b0-d718c02e9efa,184,LowConfidence,-
SGNex_MCF7_dRNA,TBL1XR1:RGS17,chr3,177131365,-,chr6,153044043,-,Inf,0,3,NA,FALSE,TRUE,9c26a860-3be6-4630-98b2-a96ee26339a6,847,LowConfidence,Yes
SGNex_MCF7_dRNA,PNPLA7:DPH7,chr9,137515380,-,chr9,137555650,-,40.27,0,2,NA,FALSE,TRUE,15d37a87-681a-4564-bc78-75f0ff97f21e,925,LowConfidence,Yes
SGNex_MCF7_dRNA,AC005037.3:NIF3L1,chr2,200963619,+,chr2,200893256,+,70.363,0,2,NA,FALSE,TRUE,d74c201d-1abc-4ce3-86cd-bce57fe31415,172,LowConfidence,-
SGNex_MCF7_dRNA,KDM2A:C11orf86,chr11,67121352,+,chr11,66976177,+,145.175,0,2,NA,FALSE,TRUE,2b1396b5-6950-4331-b4c0-b161e00091b2,552,LowConfidence,-
SGNex_MCF7_dRNA,AC099850.1:VMP1,chr17,59107584,+,chr17,59834011,+,726.427,0,2,NA,FALSE,FALSE,24552482-23d7-4cd4-b901-70e326a824b0,428,LowConfidence,-
SGNex_MCF7_dRNA,PRSS23:SLC35C1,chr11,86823582,+,chr11,45810776,+,41012.806,0,2,NA,FALSE,TRUE,c6d91489-b578-4549-b079-61d11458801b,270,LowConfidence,-
SGNex_MCF7_dRNA,RP11-15E18.1:RP5-896L10.1,chr17,60526489,+,chr1,99004625,+,Inf,0,2,NA,FALSE,TRUE,a2fb5c40-987a-46c5-8512-ab078675c908,173,LowConfidence,-
SGNex_MCF7_dRNA,GDI2:FAM208B,chr10,5773842,-,chr10,5756613,+,17.229,0,1,TRUE,TRUE,TRUE,673281c2-1e43-4a2f-a153-1ca617775fbd,945,PotentialTransSplicing,-
SGNex_MCF7_dRNA,RP11-108K14.8:ECHS1,chr10,133396267,+,chr10,133366993,-,29.268,0,1,FALSE,TRUE,TRUE,ba997b37-863a-46a0-b8cd-78369d4522a2,287,PotentialTransSplicing,-
SGNex_MCF7_dRNA,GIGYF2:EFHD1,chr2,232703489,+,chr2,232662802,+,40.681,0,1,FALSE,TRUE,TRUE,ca64a3ae-3ad3-480e-92b7-bebbbcdd3626,188,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,SLC25A24:NBPF4,chr1,108181941,-,chr1,108223746,-,41.802,0,1,FALSE,TRUE,TRUE,56809137-7c5d-4453-aa11-49b82838aaf7,254,PotentialTransSplicing,-
SGNex_MCF7_dRNA,RDH13:PPP1R12C,chr19,55056653,-,chr19,55103568,-,46.912,0,1,TRUE,TRUE,TRUE,a8c9073e-cb83-4cfe-b8f7-d03d362042cb,391,PotentialTransSplicing,-
SGNex_MCF7_dRNA,SYNCRIP:SNHG5,chr6,85618818,-,chr6,85666147,-,47.318,0,1,FALSE,TRUE,TRUE,4fb08bfe-bcd5-4c54-85c6-240cce5d9f62,956,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PAPOLA:AK7,chr14,96502600,+,chr14,96437835,+,64.759,0,1,FALSE,TRUE,TRUE,1ec5d33a-26f9-4174-ab31-325d645dcb00,189,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,PIEZO1:GALNS,chr16,88749384,-,chr16,88814525,-,65.139,0,1,FALSE,TRUE,TRUE,546ecd65-fae0-4de0-bf8d-3c1d4a874f8a,410,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,B4GALT1:BAG1,chr9,33166758,-,chr9,33262830,-,96.071,0,1,TRUE,TRUE,TRUE,65cc96a7-a3ff-4130-ba97-9a22a7927ac9,474,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,GTF2I:GTF2IRD1,chr7,74691111,+,chr7,74589851,+,101.259,0,1,TRUE,TRUE,TRUE,11f7f131-1809-4f89-a22e-47ff5a8584af,573,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,ADARB1:FAM207A,chr21,45074793,+,chr21,44967034,+,107.757,0,1,FALSE,TRUE,TRUE,6810188d-cd8d-4606-a6b8-254d4734e214,186,PotentialTransSplicing,-
SGNex_MCF7_dRNA,RP11-662G23.1:C8orf88,chr8,90859059,-,chr8,90971141,-,112.076,0,1,FALSE,TRUE,TRUE,e40d155d-f12d-4151-a9f8-78044f47eee9,269,PotentialTransSplicing,-
SGNex_MCF7_dRNA,RP11-662G23.1:C8orf88,chr8,90859059,-,chr8,90980461,-,121.389,0,1,FALSE,TRUE,TRUE,281c59c8-0400-4e02-b262-bf0113d35cee,170,PotentialTransSplicing,-
SGNex_MCF7_dRNA,RPS6KB1:VMP1,chr17,59934522,+,chr17,59808796,+,125.724,0,1,FALSE,TRUE,TRUE,a1a08a4c-f58c-4904-b530-0984408b144f,910,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,ZNRF2:MTURN,chr7,30285826,+,chr7,30157438,+,128.387,0,1,FALSE,TRUE,TRUE,e744fa6a-9ed1-4547-9a54-dc497823a2c7,478,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,GIGYF2:EIF4E2,chr2,232703489,+,chr2,232574263,+,129.221,0,1,FALSE,TRUE,TRUE,45c5f5e5-8c1d-49e6-99ce-73b06e19bb2b,118,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,RNF115:GPR89A,chr1,145823772,-,chr1,145663329,+,160.444,0,1,TRUE,TRUE,TRUE,0a8b5575-1986-4c0e-9403-5096a62f0976,353,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,PRKCI:GPR160,chr3,170273340,+,chr3,170079774,+,193.564,0,1,FALSE,TRUE,TRUE,01c0e188-e2c7-479a-a399-4ebc4abf2470,136,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,HNRNPLL:GEMIN6,chr2,38585644,-,chr2,38781517,+,195.871,0,1,FALSE,TRUE,TRUE,e617ef07-80d9-4611-b005-e7936ddeccb9,780,PotentialTransSplicing,-
SGNex_MCF7_dRNA,ODC1:NOL10,chr2,10448121,-,chr2,10654547,-,206.423,0,1,FALSE,TRUE,TRUE,b5fdea10-f1b5-4078-85f7-eee902b47b94,193,PotentialTransSplicing,-
SGNex_MCF7_dRNA,MTDH:LAPTM4B,chr8,97644887,+,chr8,97851397,+,206.511,0,1,TRUE,TRUE,FALSE,3f8016ea-abba-48b9-9cfc-f1c30f69fe98,640,PotentialTransSplicing,-
SGNex_MCF7_dRNA,RP11-145E5.5:CDKN2B-AS1,chr9,21818202,+,chr9,22092308,+,274.115,0,1,FALSE,TRUE,FALSE,f48f3a93-5522-4e6f-b0db-25bb83d372f1,517,PotentialTransSplicing,-
SGNex_MCF7_dRNA,FRYL:OCIAD1,chr4,48557453,-,chr4,48860725,+,303.272,0,1,FALSE,TRUE,TRUE,bca29909-af38-404b-b083-c817c71ae29a,657,PotentialTransSplicing,-
SGNex_MCF7_dRNA,WWOX:NUDT7,chr16,78115154,+,chr16,77741582,+,373.569,0,1,FALSE,TRUE,TRUE,ad3469c8-fbe7-43fc-9ce5-265f80718746,504,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,NAV1:GPR37L1,chr1,201740076,+,chr1,202127741,+,387.668,0,1,FALSE,TRUE,FALSE,2dd844ec-f9fc-4021-a0e8-c1bd605ecb0c,958,PotentialTransSplicing,-
SGNex_MCF7_dRNA,NCOR2:UBC,chr12,124457106,-,chr12,124913774,-,456.665,0,1,TRUE,TRUE,TRUE,63125fc6-ee24-46ab-bfef-b4cc02b73e31,1077,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,HDDC2:NCOA7,chr6,125300538,-,chr6,125815291,+,514.752,0,1,FALSE,TRUE,TRUE,60b220fc-b62b-466c-a9e4-4be32f64e2a0,329,PotentialTransSplicing,-
SGNex_MCF7_dRNA,BIRC6:DPY30,chr2,32549481,+,chr2,32029736,-,519.738,0,1,FALSE,TRUE,TRUE,87a6eb1b-6bd8-44ab-bc1d-7c4aa169b37a,507,PotentialTransSplicing,-
SGNex_MCF7_dRNA,USP47:GALNT18,chr11,11884580,+,chr11,11293193,-,591.385,0,1,TRUE,TRUE,TRUE,1737e947-e343-4050-b98a-38c5fe5c51e8,537,PotentialTransSplicing,Yes
SGNex_MCF7_dRNA,AFG3L2:SEH1L,chr18,12356694,-,chr18,12951855,+,595.165,0,1,TRUE,TRUE,TRUE,9a155593-3ddf-4fda-a58b-85c874773d66,1146,PotentialTransSplicing,-
SGNex_MCF7_dRNA,C16orf45:ABCC1,chr16,15434759,+,chr16,16076326,+,641.578,0,1,TRUE,TRUE,FALSE,afebfe52-aba3-434b-8b22-33e4248421b6,149,PotentialTransSplicing,-
SGNex_MCF7_dRNA,SMAD3:CALML4,chr15,67066360,+,chr15,68197628,-,1131.282,0,1,FALSE,TRUE,TRUE,3ba51e0c-31ff-415b-8fbe-277ba00399d6,156,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PRKG1:RP11-96B5.3,chr10,52272481,+,chr10,51062930,-,1209.55,0,1,FALSE,TRUE,TRUE,2eb93a01-f01e-4268-8c61-4e5e26b0036b,246,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PTPN1:ZFAS1,chr20,50510590,+,chr20,49289045,+,1221.541,0,1,FALSE,TRUE,TRUE,bee5a698-de30-413d-8c9e-540198be89ce,241,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PREX1:RP1-148H17.1,chr20,48676193,-,chr20,47397345,-,1278.851,0,1,FALSE,TRUE,FALSE,964f4fe9-3a63-4b25-98c7-cdf9e8b26d18,2157,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PXDN:TSSC1,chr2,1744256,-,chr2,3214248,-,1469.991,0,1,TRUE,TRUE,TRUE,8ce512db-f296-4929-bb4e-e9de1461e212,306,PotentialTransSplicing,-
SGNex_MCF7_dRNA,EDEM3:C1orf27,chr1,184702811,-,chr1,186417544,+,1714.731,0,1,TRUE,TRUE,TRUE,0ae12515-bcc2-45bd-981d-2716c02601a2,859,PotentialTransSplicing,-
SGNex_MCF7_dRNA,TRIM59:GFM1,chr3,160448726,-,chr3,158665337,+,1783.396,0,1,TRUE,TRUE,TRUE,cb6c81dc-24e9-4aa6-9196-bcc562ac91fb,105,PotentialTransSplicing,-
SGNex_MCF7_dRNA,NBPF19:FMO5,chr1,149463826,+,chr1,147190249,-,2273.575,0,1,TRUE,TRUE,TRUE,6c08ec3a-2c06-4f38-844d-d3427fbb8ca7,842,PotentialTransSplicing,-
SGNex_MCF7_dRNA,TANC2:CA4,chr17,63074014,+,chr17,60155314,+,2918.697,0,1,TRUE,TRUE,TRUE,b5abd119-fdbb-4d7c-8071-cba4a140eebc,663,PotentialTransSplicing,-
SGNex_MCF7_dRNA,ATXN7L1:FAM185A,chr7,105875812,-,chr7,102787335,+,3088.481,0,1,TRUE,TRUE,TRUE,3386eb4f-319b-4808-ba6b-a3b411fcb597,172,PotentialTransSplicing,-
SGNex_MCF7_dRNA,ESRP1:LAPTM4B,chr8,94678371,+,chr8,97851397,+,3173.028,0,1,FALSE,TRUE,FALSE,074c5c74-f857-4a79-be2b-72d774119a39,1091,PotentialTransSplicing,-
SGNex_MCF7_dRNA,COBLL1:PSMD14,chr2,164841156,-,chr2,161385464,+,3455.695,0,1,FALSE,TRUE,TRUE,da6124cc-c5be-4fe9-a445-d72f1703d4e3,162,PotentialTransSplicing,-
SGNex_MCF7_dRNA,STK17A:RALA,chr7,43583449,+,chr7,39696685,+,3886.757,0,1,TRUE,TRUE,TRUE,75f2369e-aa39-4367-aa80-7840a9a08df4,328,PotentialTransSplicing,-
SGNex_MCF7_dRNA,BCAS4:LINC01441,chr20,50795173,+,chr20,55423610,-,4628.44,0,1,FALSE,TRUE,TRUE,64e2c63e-8989-4bd0-9327-c8ffe8089fa8,174,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PRCC:RP11-5K23.5,chr1,156768239,+,chr1,161556577,-,4788.338,0,1,FALSE,TRUE,TRUE,d3c49e1b-47ed-42d7-a72f-2904776ecc3e,628,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PIK3CB:TMCC1,chr3,138796463,-,chr3,129880559,-,8915.912,0,1,FALSE,TRUE,FALSE,63dc9c59-55f7-4d46-95f9-215c52727028,320,PotentialTransSplicing,-
SGNex_MCF7_dRNA,JARID2:CDYL,chr6,15374252,+,chr6,4891713,+,10482.536,0,1,FALSE,TRUE,TRUE,0c5ea9e7-044b-463e-828c-0f08af635d20,156,PotentialTransSplicing,-
SGNex_MCF7_dRNA,STAG1:UMPS,chr3,136417885,-,chr3,124735093,+,11682.794,0,1,TRUE,TRUE,TRUE,896ef7e6-6eb4-4f08-9088-2fb8d130ed68,2353,PotentialTransSplicing,-
SGNex_MCF7_dRNA,DNAJC3:CUL4A,chr13,95677337,+,chr13,113218945,+,17541.612,0,1,FALSE,TRUE,FALSE,5503292b-e8ba-4a42-a2d4-9d7cba7a76df,196,PotentialTransSplicing,-
SGNex_MCF7_dRNA,LRRFIP2:CCDC66,chr3,37174539,-,chr3,56619271,+,19444.729,0,1,FALSE,TRUE,TRUE,5cbe9ddd-b069-4e2b-86db-33f6504bb02d,319,PotentialTransSplicing,-
SGNex_MCF7_dRNA,CHURC1-FNTB:PRPF39,chr14,64932292,+,chr14,45095221,+,19837.069,0,1,FALSE,TRUE,TRUE,06e34845-71d4-45ab-8941-9893cf3856b6,401,PotentialTransSplicing,-
SGNex_MCF7_dRNA,AF127936.9:RUNX1,chr21,15014344,-,chr21,34859578,-,19845.232,0,1,FALSE,TRUE,TRUE,75d19940-dee2-48b7-b2af-7e739aa286b5,312,PotentialTransSplicing,-
SGNex_MCF7_dRNA,MTDH:MRPL13,chr8,97661173,+,chr8,120432123,-,22770.951,0,1,FALSE,TRUE,TRUE,1f576a59-d3a8-428f-9ab1-9e87b4c94424,781,PotentialTransSplicing,-
SGNex_MCF7_dRNA,COMMD1:FEZ2,chr2,62000982,+,chr2,36555748,-,25445.239,0,1,FALSE,TRUE,TRUE,b395a1a6-0e27-45e6-bf56-d08e21a263ea,159,PotentialTransSplicing,-
SGNex_MCF7_dRNA,YTHDC2:PFDN1,chr5,113515362,+,chr5,140246057,-,26730.693,0,1,FALSE,TRUE,TRUE,1a0cc703-8f96-4782-9d42-6b3ee3c42cf6,448,PotentialTransSplicing,-
SGNex_MCF7_dRNA,JAK1:SFPQ,chr1,64966333,-,chr1,35178036,-,29788.3,0,1,FALSE,TRUE,FALSE,b55f56b4-e5a3-403a-a951-59ceb21760a4,169,PotentialTransSplicing,-
SGNex_MCF7_dRNA,HPS3:MCCC1,chr3,149129940,+,chr3,183025804,-,33895.856,0,1,TRUE,TRUE,TRUE,238c4a92-d4cf-4e8b-ba9f-cea68daa4ec0,256,PotentialTransSplicing,-
SGNex_MCF7_dRNA,SP3:MFF,chr2,173963761,-,chr2,227355677,+,53391.919,0,1,FALSE,TRUE,TRUE,1682b351-0973-43aa-9c81-137252e788ed,292,PotentialTransSplicing,-
SGNex_MCF7_dRNA,SESTD1:SH3BP4,chr2,179264118,-,chr2,235052562,+,55788.442,0,1,FALSE,TRUE,TRUE,bdf1ff06-e2cb-4250-b178-49a6c519eca8,359,PotentialTransSplicing,-
SGNex_MCF7_dRNA,RAD21:ANK1,chr8,116848946,-,chr8,41655753,-,75193.196,0,1,TRUE,TRUE,FALSE,1e5e2d3f-02a7-460c-8ff5-863ba66af5cb,1838,PotentialTransSplicing,-
SGNex_MCF7_dRNA,EIF3A:ZNF487,chr10,119069446,-,chr10,43454065,+,75615.385,0,1,FALSE,TRUE,TRUE,1c3989c2-a629-4ba3-981c-83842aa72c2a,904,PotentialTransSplicing,-
SGNex_MCF7_dRNA,THADA:AGFG1,chr2,43591952,-,chr2,227553704,+,183961.748,0,1,FALSE,TRUE,TRUE,bc5240d1-c42c-4e99-8983-b85596978cab,290,PotentialTransSplicing,-
SGNex_MCF7_dRNA,PHACTR4:WDR26,chr1,28460292,+,chr1,224411565,-,195951.275,0,1,FALSE,TRUE,TRUE,52a7ad55-7a23-4335-9242-cb79e89ebffa,346,PotentialTransSplicing,-
SGNex_MCF7_dRNA,USP6NL:TAX1BP1,chr10,11597631,-,chr7,27785163,+,Inf,0,1,FALSE,TRUE,TRUE,4d591785-94d7-4adc-b3b7-094505b1e726,244,PotentialTransSplicing,-
SGNex_MCF7_dRNA,YME1L1:EMC8,chr10,27148906,-,chr16,85781280,-,Inf,0,1,FALSE,TRUE,TRUE,97a5b028-6370-4f01-88b4-ce2ee2afd406,1050,PotentialTransSplicing,-
SGNex_MCF7_dRNA,NRP1:DHX40,chr10,33197650,-,chr17,59598737,+,Inf,0,1,TRUE,TRUE,TRUE,ae1ef67c-7ecf-471a-accb-f5d5ed034721,1426,PotentialTransSplicing,-
SGNex_MCF7_dRNA,ARID5B:IER3IP1,chr10,61902413,+,chr18,47157537,-,Inf,0,1,FALSE,TRUE,TRUE,cb034d8a-232d-47fc-b100-1827dd5adef3,274,PotentialTransSplicing,-
SGNex_MCF7_dRNA,HPS1:CHMP1A,chr10,98443124,-,chr16,89647331,-,Inf,0,1,TRUE,TRUE,TRUE,2dfb112e-2464-4d42-a998-e8047cd4acdf,308,PotentialTransSplicing,-
SGNex_MCF7_dRNA,MUC5B:FBXW5,chr11,1227781,+,chr9,136941684,-,Inf,0,1,FALSE,TRUE,TRUE,c289a1f0-2eda-497a-9fdf-0547dbf5153a,1280,PotentialTransSplicing,-
