sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
SGNex_HCT116_R1,PANK2:MAVS,chr20,3891411,+,chr20,3854558,+,36.849,0,12,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1108:22262:12497,62,HighConfidence,-
SGNex_HCT116_R2,LINC00511:SLC39A11,chr17,72592203,-,chr17,72649268,-,57.057,0,12,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1125:19421:1314,79,HighConfidence,-
SGNex_HCT116_R2,PANK2:MAVS,chr20,3889932,+,chr20,3854558,+,35.372,0,10,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1106:20923:39893,65,HighConfidence,-
SGNex_HCT116_R2,PANK2:MAVS,chr20,3891411,+,chr20,3854558,+,36.849,0,10,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1111:23764:44078,64,HighConfidence,-
SGNex_HCT116_R2,RP11-96H19.1:RP11-446N19.1,chr12,46387972,+,chr12,46652390,+,264.427,0,10,FALSE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:1116:3701:39875,118,HighConfidence,-
SGNex_HCT116_R1,ORC1:PLGRKT,chr1,52374810,-,chr9,5361888,-,Inf,0,10,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1207:21694:18265,95,HighConfidence,-
SGNex_HCT116_R2,ORC1:PLGRKT,chr1,52374810,-,chr9,5361888,-,Inf,0,10,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1207:21694:18265,52,HighConfidence,-
SGNex_HCT116_R1,LINC00511:SLC39A11,chr17,72592203,-,chr17,72649268,-,57.057,0,8,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1125:19421:1314,116,HighConfidence,-
SGNex_HCT116_R2,TCF7L2:RP11-57H14.3,chr10,113089540,+,chr10,112888735,+,200.803,0,8,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1120:27884:17456,89,HighConfidence,-
SGNex_HCT116_R2,ZRANB3:ZNF638,chr2,135349984,-,chr2,71355719,+,63994.273,0,7,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1125:5365:4848,68,HighConfidence,-
SGNex_HCT116_R1,TCF7L2:RP11-57H14.3,chr10,113040126,+,chr10,112905977,+,134.148,0,6,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1216:7994:10458,31,HighConfidence,-
SGNex_HCT116_R2,RP11-680G10.1:GSE1,chr16,85357643,+,chr16,85633914,+,276.273,0,6,FALSE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:1219:6664:15399,112,HighConfidence,-
SGNex_HCT116_R1,RANGAP1:LBR,chr22,41285986,-,chr1,225411440,-,Inf,0,6,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1103:15493:36851,88,HighConfidence,-
SGNex_HCT116_R1,TCF7L2:RP11-57H14.3,chr10,113089540,+,chr10,112888735,+,200.803,0,5,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1209:15615:39488,44,HighConfidence,-
SGNex_HCT116_R2,MPDU1:NUP88,chr17,7586078,+,chr17,5387110,-,2198.97,0,5,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1106:12530:16770,77,HighConfidence,-
SGNex_HCT116_R2,FBXL17:CWC27,chr5,108020925,-,chr5,65018159,+,43002.768,0,5,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1218:12053:47243,83,HighConfidence,-
SGNex_HCT116_R1,SMG1:THAP9-AS1,chr16,18892218,-,chr4,82894847,-,Inf,0,5,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1101:22962:42864,61,HighConfidence,-
SGNex_HCT116_R1,BCAS4:BCAS3,chr20,50795173,+,chr17,61368327,+,Inf,0,5,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1102:7395:7380,43,HighConfidence,Yes
SGNex_HCT116_R1,KIAA1429:MAPKAPK5,chr8,94553385,-,chr12,111888488,+,Inf,0,5,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1110:2899:7679,117,HighConfidence,-
SGNex_HCT116_R2,KIAA1429:MAPKAPK5,chr8,94553385,-,chr12,111888488,+,Inf,0,5,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1110:2899:7679,75,HighConfidence,-
SGNex_HCT116_R1,PANK2:MAVS,chr20,3889932,+,chr20,3854558,+,35.372,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1106:20923:39893,88,HighConfidence,-
SGNex_HCT116_R1,SPAG9:MBTD1,chr17,51120354,-,chr17,51193016,-,72.66,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2116:8004:19232,46,HighConfidence,Yes
SGNex_HCT116_R1,ZNF552:ZNF417,chr19,57813294,-,chr19,57910114,-,96.817,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1204:4523:24243,44,HighConfidence,-
SGNex_HCT116_R1,SETD7:NAA15,chr4,139556098,-,chr4,139404398,+,151.702,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1208:12997:43146,102,HighConfidence,-
SGNex_HCT116_R1,AK2:YARS,chr1,33036736,-,chr1,32782539,-,254.204,0,4,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:3:1117:4604:14783,42,HighConfidence,-
SGNex_HCT116_R2,AK2:YARS,chr1,33036736,-,chr1,32782539,-,254.204,0,4,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:3:1117:4604:14783,65,HighConfidence,-
SGNex_HCT116_R2,RP11-108K3.1:GLDN,chr15,51037681,+,chr15,51377449,+,339.773,0,4,FALSE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2111:6177:9561,49,HighConfidence,-
SGNex_HCT116_R1,MPDU1:NUP88,chr17,7586078,+,chr17,5387110,-,2198.97,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1106:12662:21360,104,HighConfidence,-
SGNex_HCT116_R1,FBXL17:CWC27,chr5,108020925,-,chr5,65018159,+,43002.768,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1218:12053:47243,70,HighConfidence,-
SGNex_HCT116_R1,FHAD1:PAFAH1B2,chr1,15251877,+,chr11,117175906,+,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:2112:12317:15276,95,HighConfidence,-
SGNex_HCT116_R1,ATP13A2:SLC35B1,chr1,16989691,-,chr17,49701510,-,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1221:27255:9543,71,HighConfidence,-
SGNex_HCT116_R1,RBM34:NOM1,chr1,235160893,-,chr7,156969087,+,Inf,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1227:2575:45379,87,HighConfidence,-
SGNex_HCT116_R1,RCC1:AMZ2,chr1,28508160,+,chr17,68248640,+,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2208:16792:48597,81,HighConfidence,-
SGNex_HCT116_R1,RCC1:FARSA,chr1,28508160,+,chr19,12925174,-,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1201:24830:40332,118,HighConfidence,-
SGNex_HCT116_R1,PARP4:HSP90AB1,chr13,24494573,-,chr6,44253045,+,Inf,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:2203:13382:18775,121,HighConfidence,-
SGNex_HCT116_R1,SNRPA1:CCNB1IP1,chr15,101286908,-,chr14,20313801,-,Inf,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1108:5863:23294,49,HighConfidence,-
SGNex_HCT116_R1,METTL8:NPLOC4,chr2,171360422,-,chr17,81629805,-,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1208:27965:35532,58,HighConfidence,-
SGNex_HCT116_R1,TXN:TIMM23,chr9,110256412,-,chr10,46003203,+,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2126:14357:39699,55,HighConfidence,-
SGNex_HCT116_R1,VCP:CSE1L,chr9,35060313,-,chr20,49090742,+,Inf,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1207:13626:21905,59,HighConfidence,-
SGNex_HCT116_R2,RBM34:NOM1,chr1,235160893,-,chr7,156969087,+,Inf,0,4,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1227:2575:45379,109,HighConfidence,-
SGNex_HCT116_R2,RCC1:QSER1,chr1,28508160,+,chr11,32927157,+,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2114:19806:20304,34,HighConfidence,-
SGNex_HCT116_R2,RCC1:SRR,chr1,28508160,+,chr17,2315557,+,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1206:17766:29044,51,HighConfidence,-
SGNex_HCT116_R2,RCC1:AMZ2,chr1,28508160,+,chr17,68248640,+,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2208:16792:48597,63,HighConfidence,-
SGNex_HCT116_R2,RCC1:FARSA,chr1,28508160,+,chr19,12925174,-,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1201:24830:40332,34,HighConfidence,-
SGNex_HCT116_R2,RCC1:PAXIP1,chr1,28508160,+,chr7,154998784,-,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2125:16234:19285,61,HighConfidence,-
SGNex_HCT116_R2,WBSCR22:RACGAP1,chr7,73683673,+,chr12,50006636,-,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1108:18690:38134,53,HighConfidence,-
SGNex_HCT116_R2,TXN:TIMM23,chr9,110256412,-,chr10,46003203,+,Inf,0,4,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2126:14357:39699,66,HighConfidence,-
SGNex_HCT116_R2,C22orf39:UFD1L,chr22,19447378,-,chr22,19458139,-,10.759,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2117:13372:26037,85,HighConfidence,-
SGNex_HCT116_R2,ZNF584:RPS5,chr19,58401662,+,chr19,58388137,+,13.518,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2111:19329:18107,34,HighConfidence,-
SGNex_HCT116_R2,TCF7L2:RP11-57H14.3,chr10,113040126,+,chr10,112905977,+,134.148,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1215:19502:10282,115,HighConfidence,-
SGNex_HCT116_R1,ANAPC4:PI4K2B,chr4,25391015,+,chr4,25255065,+,135.949,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1120:14864:33932,65,HighConfidence,-
SGNex_HCT116_R2,ANAPC4:PI4K2B,chr4,25391015,+,chr4,25255065,+,135.949,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1120:14864:33932,108,HighConfidence,-
SGNex_HCT116_R1,GTF3A:RPL21,chr13,27427192,+,chr13,27256184,+,171.006,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1206:24901:47278,63,HighConfidence,-
SGNex_HCT116_R1,TCF7L2:RP11-57H14.3,chr10,113089540,+,chr10,112905977,+,183.56,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1105:24413:21887,60,HighConfidence,-
SGNex_HCT116_R1,CMTM8:CMTM7,chr3,32239119,+,chr3,32441840,+,202.735,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2208:7090:10440,123,HighConfidence,Yes
SGNex_HCT116_R2,CMTM8:CMTM7,chr3,32239119,+,chr3,32441840,+,202.735,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2208:7090:10440,47,HighConfidence,Yes
SGNex_HCT116_R2,PICALM:SYTL2,chr11,85974708,-,chr11,85758114,-,216.596,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:3:1215:28706:3582,64,HighConfidence,Yes
SGNex_HCT116_R1,YEATS4:CCT2,chr12,69370975,+,chr12,69597156,+,226.183,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:1117:19076:5780,84,HighConfidence,-
SGNex_HCT116_R2,YEATS4:CCT2,chr12,69370975,+,chr12,69597156,+,226.183,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:1117:19076:5780,89,HighConfidence,-
SGNex_HCT116_R1,GDAP1:FLJ39080,chr8,74363053,+,chr8,74612853,+,249.807,0,3,FALSE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:1217:31781:22309,54,HighConfidence,-
SGNex_HCT116_R2,CHEK2:TTC28,chr22,28689135,-,chr22,28306643,-,382.494,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:3:1220:9445:35585,104,HighConfidence,-
SGNex_HCT116_R2,RP11-120D5.1:MID1,chrX,11055936,-,chrX,10567603,-,488.341,0,3,FALSE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2218:18040:45766,63,HighConfidence,-
SGNex_HCT116_R1,SMG5:CRTC2,chr1,156273361,-,chr1,153952834,-,2320.529,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2228:30137:6695,112,HighConfidence,-
SGNex_HCT116_R2,SMG5:CRTC2,chr1,156273361,-,chr1,153952834,-,2320.529,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2228:30137:6695,59,HighConfidence,-
SGNex_HCT116_R1,RASA3:RAB20,chr13,114052052,-,chr13,110524197,-,3527.859,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:1122:24342:37027,53,HighConfidence,-
SGNex_HCT116_R1,PDP1:LAPTM4B,chr8,93917079,+,chr8,97805353,+,3888.275,0,3,FALSE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2205:30776:36605,54,HighConfidence,-
SGNex_HCT116_R1,RP11-977G19.11:DAZAP2,chr12,56300187,+,chr12,51270718,+,5029.467,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1220:27275:26705,100,HighConfidence,-
SGNex_HCT116_R2,RP11-977G19.11:DAZAP2,chr12,56300187,+,chr12,51270718,+,5029.467,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1220:27275:26705,28,HighConfidence,-
SGNex_HCT116_R1,ANKRD42:PRKRIR,chr11,83211430,+,chr11,76352794,-,6858.638,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1107:8014:14291,95,HighConfidence,-
SGNex_HCT116_R2,RCC1:ZMYM4,chr1,28508160,+,chr1,35405023,+,6896.865,0,3,FALSE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:1125:29305:10000,32,HighConfidence,-
SGNex_HCT116_R2,CDC73:RNPEP,chr1,193125217,+,chr1,201988904,+,8863.689,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:3:1208:23196:15979,76,HighConfidence,-
SGNex_HCT116_R1,ALKBH1:CHURC1-FNTB,chr14,77694738,-,chr14,64923991,+,12770.747,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1203:21958:4760,71,HighConfidence,-
SGNex_HCT116_R1,NME2:COPRS,chr17,51168343,+,chr17,31853030,-,19315.312,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1213:27174:7504,117,HighConfidence,-
SGNex_HCT116_R2,RCC1:GNB1,chr1,28508160,+,chr1,1839238,-,26668.921,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1210:26098:18089,58,HighConfidence,-
SGNex_HCT116_R2,MPI:RTF1,chr15,74891579,+,chr15,41452901,+,33438.676,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1213:13342:20041,104,HighConfidence,-
SGNex_HCT116_R1,CDC23:DROSHA,chr5,138201107,-,chr5,31424471,-,106776.638,0,3,TRUE,TRUE,FALSE,K00151:464:H3HL2BBXY:2:2123:11982:40930,46,HighConfidence,-
SGNex_HCT116_R1,FBXO11:ORC2,chr2,47818779,-,chr2,200926900,-,153108.119,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2123:27336:37044,92,HighConfidence,-
SGNex_HCT116_R2,FBXO11:ORC2,chr2,47818779,-,chr2,200926900,-,153108.119,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2123:27336:37044,101,HighConfidence,-
SGNex_HCT116_R1,KIAA1598:FAM156A,chr10,116979256,-,chrX,52956346,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1111:19045:24190,110,HighConfidence,-
SGNex_HCT116_R1,RNU6-1:ISYNA1,chr10,13217375,+,chr19,18438115,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1101:6563:28586,121,HighConfidence,-
SGNex_HCT116_R1,NUTM2A-AS1:PAXBP1,chr10,87326630,-,chr21,32759269,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1202:6735:16225,113,HighConfidence,-
SGNex_HCT116_R1,MRPL21:DOCK1,chr11,68892890,-,chr10,126970702,+,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1208:20080:40508,87,HighConfidence,-
SGNex_HCT116_R1,EPS8L2:COPS6,chr11,706288,+,chr7,100091038,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1118:23368:11917,90,HighConfidence,-
SGNex_HCT116_R1,SLC38A2:METAP1,chr12,46363021,-,chr4,99043249,+,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1126:7385:4374,65,HighConfidence,-
SGNex_HCT116_R1,LETMD1:EMP2,chr12,51052207,+,chr16,10547677,-,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1116:28361:16946,57,HighConfidence,-
SGNex_HCT116_R1,RCC1:GSPT1,chr1,28508160,+,chr16,11898035,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1219:21592:21571,96,HighConfidence,-
SGNex_HCT116_R1,RCC1:RBX1,chr1,28508160,+,chr22,40964047,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1210:17706:18845,120,HighConfidence,-
SGNex_HCT116_R1,RCC1:EPB41L4A-AS1,chr1,28508160,+,chr5,112161703,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2125:17147:38029,67,HighConfidence,-
SGNex_HCT116_R1,MACF1:CUL4A,chr1,39327353,+,chr13,113229446,+,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1208:9100:33862,76,HighConfidence,-
SGNex_HCT116_R1,EDC3:RP11-421L21.3,chr15,74695880,-,chr1,101083461,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2128:28798:25369,47,HighConfidence,-
SGNex_HCT116_R1,DNAJA3:MAP2K2,chr16,4437485,+,chr19,4099414,-,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:2112:5954:35725,97,HighConfidence,-
SGNex_HCT116_R1,LRRC75A-AS1:CKAP5,chr17,16439414,+,chr11,46762193,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2201:22790:47208,99,HighConfidence,-
SGNex_HCT116_R1,COL1A1:UBE2D3,chr17,50199753,-,chr4,102809855,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2107:3133:24612,55,HighConfidence,-
SGNex_HCT116_R1,CEP192:NAP1L1,chr18,13001582,+,chr12,76060279,-,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1224:15788:29729,108,HighConfidence,-
SGNex_HCT116_R1,ZNF519:INTS2,chr18,14084877,-,chr17,61925099,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:2103:3782:25914,82,HighConfidence,-
SGNex_HCT116_R1,UNC13A:USP5,chr19,17674657,-,chr12,6857629,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1207:25560:8752,117,HighConfidence,-
SGNex_HCT116_R1,PNKP:GAS5,chr19,49866399,-,chr1,173864704,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1117:14823:5376,34,HighConfidence,-
SGNex_HCT116_R1,PFKL:SCAF1,chr21,44300190,+,chr19,49645021,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1212:22851:23540,36,HighConfidence,-
SGNex_HCT116_R1,ABI2:CGGBP1,chr2,203427269,+,chr3,88058223,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1208:25682:47506,114,HighConfidence,-
SGNex_HCT116_R1,TATDN2:NEIL3,chr3,10249067,+,chr4,177322459,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1106:25449:24314,108,HighConfidence,-
SGNex_HCT116_R1,IFT57:BPTF,chr3,108167793,-,chr17,67982252,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:2113:1742:29378,46,HighConfidence,-
SGNex_HCT116_R1,WDFY3:RAB14,chr4,84896911,-,chr9,121190731,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1210:2027:26951,82,HighConfidence,-
SGNex_HCT116_R1,MATR3:TGIF2,chr5,139278408,+,chr20,36578741,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1201:7689:47243,43,HighConfidence,-
SGNex_HCT116_R1,HNRNPH1:AMZ2,chr5,179634065,-,chr17,68248640,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1102:11251:9561,95,HighConfidence,-
SGNex_HCT116_R1,KIAA1147:PDF,chr7,141701886,-,chr16,69329179,-,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:2226:21399:24718,90,HighConfidence,-
SGNex_HCT116_R1,WASH1:RP11-1212A22.4,chr9,24851,-,chr16,18358588,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1113:31538:37537,36,HighConfidence,-
SGNex_HCT116_R1,AGTPBP1:CTD-2410N18.5,chr9,85741775,-,chr5,134174022,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1105:9110:34407,56,HighConfidence,-
SGNex_HCT116_R1,SLC9A6:PAPD4,chrX,135985827,+,chr5,79645123,+,Inf,0,3,TRUE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1116:17888:5200,80,HighConfidence,-
SGNex_HCT116_R1,RP5-1158E12.3:TAF15,chrX,45849375,-,chr17,35833907,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1110:21197:49194,56,HighConfidence,-
SGNex_HCT116_R2,KIAA1598:FAM156B,chr10,116979256,-,chrX,52899468,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1111:19045:24190,53,HighConfidence,-
SGNex_HCT116_R2,RNU6-1:ISYNA1,chr10,13217375,+,chr19,18438115,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1101:6563:28586,89,HighConfidence,-
SGNex_HCT116_R2,RP11-506M13.3:PAXBP1,chr10,79671133,+,chr21,32759269,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1202:6735:16225,61,HighConfidence,-
SGNex_HCT116_R2,EHF:HOXB6,chr11,34624317,+,chr17,48598260,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1225:17908:45607,37,HighConfidence,-
SGNex_HCT116_R2,NBPF19:ZNF131,chr1,149390922,+,chr5,43122039,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1126:1428:41352,69,HighConfidence,-
SGNex_HCT116_R2,C1orf43:AC104389.28,chr1,154220342,-,chr11,5346910,-,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:3:1105:3579:11460,30,HighConfidence,-
SGNex_HCT116_R2,HBE1:RPS6KC1,chr11,5505569,-,chr1,213242569,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1123:14316:16840,49,HighConfidence,-
SGNex_HCT116_R2,EPS8L2:COPS6,chr11,706288,+,chr7,100091038,+,Inf,0,3,FALSE,TRUE,TRUE,K00151:464:H3HL2BBXY:2:1118:23368:11917,72,HighConfidence,-
